train_loss,train_auc,train_pr_auc,train_bal_acc,train_f1,train_precision,train_recall,val_loss,val_auc,val_pr_auc,val_bal_acc,val_f1,val_precision,val_recall
0.09948749136383604,0.9838030031769905,0.19259210230586113,0.8698573119522462,0.8837847082969639,0.7988942971536415,0.9888609532859528,0.49525306042917866,0.8655230291790406,0.1559659740853975,0.7791435286287722,0.007151370679380214,0.0035924558427302663,0.7659574468085106
